TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-21 14:23:05,1771683785600,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.png,GET,,,cf9cp-1771683784987-9c63c486e6c9,vercel-favicon/1.0,error,production,main,,function,,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:23:04,1771683784987,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.png,GET,,,cf9cp-1771683784987-9c63c486e6c9,vercel-favicon/1.0,,production,main,,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,550,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09AAA8J0C53YFPCSG2QW1C,,-1
2026-02-21 14:23:03,1771683783885,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.png,GET,,500,t5gt7-1771683783343-fb90f6989b72,vercel-favicon/1.0,error,production,main,MISS,function,/favicon.png,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:23:03,1771683783343,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.png,GET,,500,t5gt7-1771683783343-fb90f6989b72,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,482,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09A8PWAFRYWTJA6ZPBK9CT,,-1
2026-02-21 14:23:03,1771683783301,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,cxwhm-1771683782731-da2ae84a92aa,vercel-favicon/1.0,error,production,main,MISS,function,/favicon.ico,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:23:02,1771683782731,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,cxwhm-1771683782731-da2ae84a92aa,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,506,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09A83QCSX6Y3JMRS8ZGR51,,-1
2026-02-21 14:23:01,1771683781583,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,wc995-1771683781034-9f5300a609d0,vercel-favicon/1.0,error,production,main,MISS,function,/,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:23:01,1771683781034,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,wc995-1771683781034-9f5300a609d0,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,491,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09A6ERP9CC6MJZPQSY6NFV,,-1
2026-02-21 14:23:00,1771683780669,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,9l54w-1771683780118-acc9e32413ba,vercel-favicon/1.0,error,production,main,MISS,function,/favicon.ico,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:23:00,1771683780118,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,9l54w-1771683780118-acc9e32413ba,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,484,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09A5J1D4J4NHQGPCXGJFEV,,-1
2026-02-21 14:23:00,1771683780038,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.png,GET,,500,pvc8g-1771683779473-1ce1fbe7852e,vercel-favicon/1.0,error,production,main,MISS,function,/favicon.png,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:22:59,1771683779473,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.png,GET,,500,pvc8g-1771683779473-1ce1fbe7852e,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,498,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09A4XY5HJQ2JAJ1Q6X6NKC,,-1
2026-02-21 14:22:59,1771683779870,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,cb58d-1771683779345-496d741b4fe1,vercel-favicon/1.0,error,production,main,MISS,function,/,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:22:59,1771683779345,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,cb58d-1771683779345-496d741b4fe1,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,470,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09A4SVVHR0S5NX1GD830EV,,-1
2026-02-21 14:22:59,1771683779015,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,9l54w-1771683778492-8ba116b25ad0,vercel-favicon/1.0,error,production,main,MISS,function,/favicon.ico,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:22:58,1771683778492,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,9l54w-1771683778492-8ba116b25ad0,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,466,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09A3Z6EWD4RZ9SHJPAWS1G,,-1
2026-02-21 14:22:58,1771683778356,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,gxjsh-1771683777842-2c531d874034,vercel-favicon/1.0,error,production,main,MISS,function,/,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:22:57,1771683777842,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,gxjsh-1771683777842-2c531d874034,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,455,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09A3AYJMCPBRG4NWYCYFP3,,-1
2026-02-21 14:22:57,1771683777327,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.png,GET,,500,j6j2h-1771683776804-426c4cbb5f58,vercel-favicon/1.0,error,production,main,MISS,function,/favicon.png,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:22:56,1771683776804,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.png,GET,,500,j6j2h-1771683776804-426c4cbb5f58,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,457,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09A2AK6BER13327SXT24ER,,-1
2026-02-21 14:22:56,1771683776750,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,wdf4q-1771683776229-76c069af0237,vercel-favicon/1.0,error,production,main,MISS,function,/,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:22:56,1771683776229,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,wdf4q-1771683776229-76c069af0237,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,465,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09A1RHGXYZX5A0AV0QTDGZ,,-1
2026-02-21 14:22:55,1771683775751,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.png,GET,,500,tns86-1771683775237-ffe6f7d2ffa1,vercel-favicon/1.0,error,production,main,MISS,function,/favicon.png,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:22:55,1771683775237,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.png,GET,,500,tns86-1771683775237-ffe6f7d2ffa1,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,455,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09A0SMYESA4EHDETY5HK2F,,-1
2026-02-21 14:22:55,1771683775163,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,rmmsp-1771683774646-bbcb242c0c76,vercel-favicon/1.0,error,production,main,MISS,function,/favicon.ico,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:22:54,1771683774646,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,rmmsp-1771683774646-bbcb242c0c76,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,460,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ09A071NCGBJ86W1CNWXD6Z,,-1
2026-02-21 14:22:52,1771683772527,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,wvdlc-1771683772016-8bf64c63870a,vercel-favicon/1.0,error,production,main,MISS,function,/favicon.ico,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:22:52,1771683772016,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,wvdlc-1771683772016-8bf64c63870a,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,450,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ099XMYAHVBC0HNNCYDFDSV,,-1
