TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-21 14:22:50,1771683770887,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,,d92jk-1771683770266-40b10b7b2682,vercel-favicon/1.0,error,production,main,,function,,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:22:50,1771683770266,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,,d92jk-1771683770266-40b10b7b2682,vercel-favicon/1.0,,production,main,,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,446,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ099W1SB7Q7N8QCGR18V480,,-1
2026-02-21 14:22:50,1771683770145,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,926gw-1771683769606-2ec01ebb58a1,vercel-favicon/1.0,error,production,main,MISS,function,/,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:22:49,1771683769606,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,926gw-1771683769606-2ec01ebb58a1,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,458,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ099VA8VPD8NCHRVK3BKJAA,,-1
2026-02-21 14:22:48,1771683768522,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,dxbqk-1771683767993-7bf67be5c5d5,vercel-favicon/1.0,error,production,main,MISS,function,/,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:22:47,1771683767993,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,dxbqk-1771683767993-7bf67be5c5d5,vercel-favicon/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,456,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ099SQKG50ZDA8RXPV8PMX3,,-1
2026-02-21 14:19:49,1771683589585,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,k7qdt-1771683589061-28158117aac2,vercel-screenshot/1.0,error,production,main,MISS,function,/favicon.ico,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:19:49,1771683589061,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,k7qdt-1771683589061-28158117aac2,vercel-screenshot/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,457,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ094AZGJ1Y5G84F6NK0VTZK,,-1
2026-02-21 14:19:49,1771683589562,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,wj8gz-1771683589035-b0a24c3ab8d0,vercel-screenshot/1.0,error,production,main,MISS,function,/favicon.ico,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:19:49,1771683589035,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/favicon.ico,GET,,500,wj8gz-1771683589035-b0a24c3ab8d0,vercel-screenshot/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,463,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ094AYTN7X9CCM5JQ6167W5,,-1
2026-02-21 14:19:48,1771683588959,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,dt2fl-1771683588405-be921e9cf38a,vercel-screenshot/1.0,error,production,main,MISS,function,/,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:19:48,1771683588405,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,dt2fl-1771683588405-be921e9cf38a,vercel-screenshot/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,481,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ094AB9WR8X6VTVK3EFCGB4,,-1
2026-02-21 14:19:48,1771683588954,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,r8mcc-1771683588284-c0b9df35688e,vercel-screenshot/1.0,error,production,main,MISS,function,/,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:19:48,1771683588284,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,r8mcc-1771683588284-c0b9df35688e,vercel-screenshot/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,452,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ094AC20PD20JHXWRRW6MK8,,-1
2026-02-21 14:19:48,1771683588169,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,bld9l-1771683586804-98d9a2b68066,vercel-screenshot/1.0,error,production,main,MISS,function,/,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.
Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:19:46,1771683586804,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,bld9l-1771683586804-98d9a2b68066,vercel-screenshot/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,453,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ0948Y0J2NGP7PYJWNE5FEG,,-1
2026-02-21 14:19:48,1771683588228,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,gxjsh-1771683586698-6075f18f7481,vercel-screenshot/1.0,error,production,main,MISS,function,/,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.
Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:19:46,1771683586698,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app/,GET,,500,gxjsh-1771683586698-6075f18f7481,vercel-screenshot/1.0,,production,main,MISS,function,/api/index.ts,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,saloon-ops-dkk11i9ow-shreyanshs-projects-57730faf.vercel.app,dpl_4zb6DX5TxrUc7v8UidWXcH4sqRC6,480,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ0948Y27SVCM016B6SDG458,,-1
2026-02-21 14:10:40,1771683040186,saloon-ops-api.vercel.app/favicon.ico,GET,,500,s52t9-1771683039371-838e6db7566e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/favicon.ico,saloon-ops-api.vercel.app,saloon-ops-api.vercel.app,dpl_e2LUveewwXYJ43e4u658mFwUDFtY,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:10:39,1771683039371,saloon-ops-api.vercel.app/favicon.ico,GET,,500,s52t9-1771683039371-838e6db7566e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/index.ts,saloon-ops-api.vercel.app,saloon-ops-api.vercel.app,dpl_e2LUveewwXYJ43e4u658mFwUDFtY,471,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ08KJEG94RY361SR4D6E27E,,-1
2026-02-21 14:10:39,1771683039165,saloon-ops-api.vercel.app/,GET,,500,cclrb-1771683038051-0a9e8bbc2ef0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/,saloon-ops-api.vercel.app,saloon-ops-api.vercel.app,dpl_e2LUveewwXYJ43e4u658mFwUDFtY,,,,,"Cannot find module '@salon-ops/shared'
Require stack:
- /var/task/apps/api/src/modules/auth/auth.controller.js
- /var/task/apps/api/src/modules/auth/auth.routes.js
- /var/task/apps/api/api/index.js
Did you forget to add it to ""dependencies"" in `package.json`?
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,,,
2026-02-21 14:10:38,1771683038051,saloon-ops-api.vercel.app/,GET,,500,cclrb-1771683038051-0a9e8bbc2ef0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/index.ts,saloon-ops-api.vercel.app,saloon-ops-api.vercel.app,dpl_e2LUveewwXYJ43e4u658mFwUDFtY,475,iad1,-1,2048,,prj_DHjPYf4D0VsQ84oeWDNTIVVXKug6,,,01KJ08KHEGQZ6JPRESZTDYM1WY,,-1
